date,close,price_signal
2018-11-14,1563.74853515625,SELL
2018-11-15,1557.2628173828125,SELL
2018-11-16,1568.69580078125,SELL
2018-11-19,1581.8751220703125,HOLD
2018-11-20,1561.7529296875,SELL
2018-11-21,1506.6663818359375,SELL
2018-11-22,1507.1240234375,SELL
2018-11-26,1535.0205078125,SELL
2018-11-27,1571.730712890625,SELL
2018-11-28,1649.60009765625,HOLD
2018-11-29,1630.1849365234375,HOLD
2018-11-30,1636.5875244140625,HOLD
2018-12-03,1648.35302734375,HOLD
2018-12-04,1672.008544921875,HOLD
2018-12-05,1668.5994873046875,HOLD
2018-12-06,1656.9171142578125,HOLD
2018-12-07,1658.99609375,HOLD
2018-12-10,1642.865234375,HOLD
2018-12-11,1662.9871826171875,HOLD
2018-12-12,1676.9560546875,HOLD
2018-12-13,1648.5194091796875,HOLD
2018-12-14,1654.464111328125,BUY
2018-12-17,1658.247802734375,BUY
2018-12-18,1652.8843994140625,BUY
2018-12-19,1636.7535400390625,BUY
2018-12-20,1624.77978515625,HOLD
2018-12-21,1576.345703125,HOLD
2018-12-24,1595.2208251953125,HOLD
2018-12-26,1570.8575439453125,HOLD
2018-12-27,1587.2799072265625,HOLD
2018-12-28,1576.55322265625,HOLD
2018-12-31,1574.0592041015625,HOLD
2019-01-01,1582.1661376953125,HOLD
2019-01-02,1599.211669921875,HOLD
2019-01-03,1579.79638671875,HOLD
2019-01-04,1560.5888671875,HOLD
2019-01-07,1578.0919189453125,HOLD
2019-01-08,1574.474853515625,HOLD
2019-01-09,1568.9871826171875,HOLD
2019-01-10,1570.3175048828125,SELL
2019-01-11,1532.068603515625,SELL
2019-01-14,1507.70556640625,SELL
2019-01-15,1553.0638427734375,SELL
2019-01-16,1555.017822265625,SELL
2019-01-17,1578.474609375,HOLD
2019-01-18,1583.7659912109375,HOLD
2019-01-21,1590.473388671875,HOLD
2019-01-22,1584.8074951171875,HOLD
2019-01-23,1562.892333984375,SELL
2019-01-24,1584.5159912109375,HOLD
2019-01-25,1600.5562744140625,HOLD
2019-01-28,1629.054443359375,HOLD
2019-01-29,1652.177978515625,HOLD
2019-01-30,1651.0528564453125,HOLD
2019-01-31,1678.3009033203125,HOLD
2019-02-01,1691.5084228515625,HOLD
2019-02-04,1708.4237060546875,HOLD
2019-02-05,1703.6744384765625,HOLD
2019-02-06,1728.8807373046875,HOLD
2019-02-07,1735.6304931640625,BUY
2019-02-08,1717.71484375,BUY
2019-02-11,1721.464599609375,BUY
2019-02-12,1709.5487060546875,BUY
2019-02-14,1703.716064453125,BUY
2019-02-15,1691.2998046875,BUY
2019-02-18,1641.8038330078125,HOLD
2019-02-19,1587.22412109375,HOLD
2019-02-20,1595.51513671875,HOLD
2019-02-21,1595.0567626953125,HOLD
2019-02-22,1604.59814453125,HOLD
2019-02-25,1654.1776123046875,HOLD
2019-02-26,1698.7996826171875,BUY
2019-02-27,1714.96533203125,BUY
2019-02-28,1652.7611083984375,HOLD
2019-03-01,1662.718505859375,HOLD
2019-03-05,1656.635498046875,HOLD
2019-03-06,1666.2186279296875,HOLD
2019-03-07,1677.63427734375,BUY
2019-03-08,1685.4671630859375,BUY
2019-03-11,1678.88427734375,BUY
2019-03-12,1676.9259033203125,BUY
2019-03-13,1666.968017578125,BUY
2019-03-14,1656.052490234375,HOLD
2019-03-15,1699.8411865234375,BUY
2019-03-18,1685.5504150390625,BUY
2019-03-19,1685.5504150390625,BUY
2019-03-20,1679.0926513671875,BUY
2019-03-22,1671.259765625,BUY
2019-03-25,1653.427490234375,HOLD
2019-03-26,1652.0947265625,HOLD
2019-03-27,1639.8035888671875,HOLD
2019-03-28,1666.8017578125,HOLD
2019-04-01,1692.9251708984375,BUY
2019-04-02,1732.6302490234375,BUY
2019-04-03,1732.6302490234375,BUY
2019-04-04,1678.6343994140625,HOLD
2019-04-05,1706.7994384765625,BUY
2019-04-08,1725.506103515625,BUY
2019-04-09,1742.79638671875,BUY
2019-04-10,1700.0911865234375,BUY
2019-04-11,1682.80029296875,HOLD
2019-04-12,1678.6343994140625,HOLD
2019-04-15,1760.9617919921875,BUY
2019-04-16,1776.3778076171875,BUY
2019-04-18,1791.5848388671875,BUY
2019-04-22,1801.0841064453125,BUY
2019-04-23,1795.7508544921875,BUY
2019-04-24,1819.416259765625,BUY
2019-04-25,1829.040283203125,BUY
2019-04-26,1865.3297119140625,BUY
2019-04-30,1883.49560546875,BUY
2019-05-02,1846.038818359375,BUY
2019-05-03,1776.5440673828125,BUY
2019-05-06,1798.08447265625,BUY
2019-05-07,1793.1680908203125,BUY
2019-05-08,1793.918212890625,BUY
2019-05-09,1810.3333740234375,BUY
2019-05-10,1779.710693359375,HOLD
2019-05-13,1773.8358154296875,HOLD
2019-05-14,1743.5050048828125,HOLD
2019-05-15,1746.046142578125,HOLD
2019-05-16,1757.17041015625,HOLD
2019-05-17,1746.087890625,HOLD
2019-05-20,1786.5018310546875,HOLD
2019-05-21,1758.0037841796875,HOLD
2019-05-22,1734.671630859375,HOLD
2019-05-23,1711.590576171875,HOLD
2019-05-24,1706.5491943359375,HOLD
2019-05-27,1712.5069580078125,HOLD
2019-05-28,1728.005859375,HOLD
2019-05-29,1756.170654296875,HOLD
2019-05-30,1788.45947265625,BUY
2019-05-31,1830.3321533203125,BUY
2019-06-03,1868.45458984375,BUY
2019-06-04,1833.84619140625,BUY
2019-06-06,1819.5655517578125,BUY
2019-06-07,1832.7117919921875,BUY
2019-06-10,1874.502685546875,BUY
2019-06-11,1892.3953857421875,BUY
2019-06-12,1899.19921875,BUY
2019-06-13,1893.4871826171875,BUY
2019-06-14,1893.822998046875,BUY
2019-06-17,1889.3712158203125,BUY
2019-06-18,1890.7576904296875,BUY
2019-06-19,1898.35888671875,BUY
2019-06-20,1913.521484375,BUY
2019-06-21,1889.9168701171875,BUY
2019-06-24,1911.46337890625,BUY
2019-06-25,1904.9952392578125,BUY
2019-06-26,1893.5706787109375,BUY
2019-06-27,1892.18505859375,BUY
2019-06-28,1870.89111328125,HOLD
2019-07-01,1881.2646484375,HOLD
2019-07-02,1891.80712890625,BUY
2019-07-03,1879.668701171875,HOLD
2019-07-04,1883.868896484375,HOLD
2019-07-05,1817.045166015625,HOLD
2019-07-08,1827.3775634765625,HOLD
2019-07-09,1792.054931640625,HOLD
2019-07-10,1770.928466796875,HOLD
2019-07-11,1766.18212890625,HOLD
2019-07-12,1770.424072265625,HOLD
2019-07-15,1802.4290771484375,HOLD
2019-07-16,1773.2122802734375,HOLD
2019-07-17,1782.684814453125,HOLD
2019-07-18,1739.490478515625,HOLD
2019-07-19,1748.7530517578125,HOLD
2019-07-22,1776.495849609375,HOLD
2019-07-23,1778.64306640625,SELL
2019-07-24,1765.4659423828125,SELL
2019-07-25,1791.6517333984375,SELL
2019-07-26,1775.780517578125,SELL
2019-07-29,1793.41943359375,SELL
2019-07-30,1834.802978515625,HOLD
2019-07-31,1857.1578369140625,HOLD
2019-08-01,1835.5609130859375,HOLD
2019-08-02,1856.8211669921875,HOLD
2019-08-05,1893.2784423828125,HOLD
2019-08-06,1864.90380859375,HOLD
2019-08-07,1863.68359375,HOLD
2019-08-08,1901.277099609375,HOLD
2019-08-09,1891.2999267578125,HOLD
2019-08-13,1851.894775390625,HOLD
2019-08-14,1856.0628662109375,HOLD
2019-08-16,1822.9735107421875,SELL
2019-08-19,1821.20556640625,SELL
2019-08-20,1841.2022705078125,HOLD
2019-08-21,1840.7393798828125,HOLD
2019-08-22,1865.830078125,HOLD
2019-08-23,1892.521240234375,BUY
2019-08-26,1916.6014404296875,BUY
2019-08-27,1883.0908203125,BUY
2019-08-28,1885.4066162109375,BUY
2019-08-29,1880.5224609375,BUY
2019-08-30,1902.540771484375,BUY
2019-09-03,1895.804443359375,BUY
2019-09-04,1890.583984375,BUY
2019-09-05,1865.2408447265625,HOLD
2019-09-06,1850.2535400390625,HOLD
2019-09-09,1837.917724609375,HOLD
2019-09-11,1813.627685546875,HOLD
2019-09-12,1796.451171875,HOLD
2019-09-13,1803.4813232421875,HOLD
2019-09-16,1810.2593994140625,HOLD
2019-09-17,1787.2313232421875,HOLD
2019-09-18,1800.619140625,HOLD
2019-09-19,1769.8023681640625,HOLD
2019-09-20,1739.0699462890625,HOLD
2019-09-23,1697.2655029296875,HOLD
2019-09-24,1721.5987548828125,HOLD
2019-09-25,1758.435302734375,SELL
2019-09-26,1757.7200927734375,SELL
2019-09-27,1731.2391357421875,SELL
2019-09-30,1767.5711669921875,SELL
2019-10-01,1734.439208984375,SELL
2019-10-03,1734.6912841796875,SELL
2019-10-04,1750.7738037109375,SELL
2019-10-07,1724.12451171875,SELL
2019-10-09,1700.8861083984375,SELL
2019-10-10,1687.7088623046875,SELL
2019-10-11,1672.89013671875,SELL
2019-10-14,1701.6435546875,SELL
2019-10-15,1715.3680419921875,SELL
2019-10-16,1723.0301513671875,SELL
2019-10-17,1748.47021484375,HOLD
2019-10-18,1771.1983642578125,HOLD
2019-10-22,1766.0760498046875,HOLD
2019-10-23,1782.174560546875,HOLD
2019-10-24,1792.419921875,HOLD
2019-10-25,1829.3958740234375,HOLD
2019-10-27,1821.4322509765625,HOLD
2019-10-29,1889.573974609375,HOLD
2019-10-30,1939.4638671875,HOLD
2019-10-31,1953.97021484375,HOLD
2019-11-01,1894.78271484375,HOLD
2019-11-04,1888.798583984375,HOLD
2019-11-05,1895.60009765625,HOLD
2019-11-06,1884.1070556640625,HOLD
2019-11-07,1881.395263671875,BUY
2019-11-08,1833.70068359375,BUY
2019-11-11,1808.7337646484375,HOLD
2019-11-13,1875.583984375,BUY
2019-11-14,1891.2528076171875,BUY
2019-11-15,1872.0113525390625,BUY
2019-11-18,1853.200439453125,HOLD
2019-11-19,1815.492431640625,HOLD
2019-11-20,1815.2769775390625,HOLD
2019-11-21,1823.4989013671875,HOLD
2019-11-22,1783.55224609375,HOLD
2019-11-25,1791.9892578125,HOLD
2019-11-26,1761.9864501953125,HOLD
2019-11-27,1768.572509765625,HOLD
2019-11-28,1788.416748046875,HOLD
2019-11-29,1767.6685791015625,HOLD
2019-12-02,1739.9473876953125,HOLD
2019-12-03,1765.7315673828125,HOLD
2019-12-04,1789.4066162109375,HOLD
2019-12-05,1826.253662109375,BUY
2019-12-06,1828.2337646484375,BUY
2019-12-09,1773.8673095703125,HOLD
2019-12-10,1732.8875732421875,HOLD
2019-12-11,1757.897216796875,HOLD
2019-12-12,1739.8179931640625,SELL
2019-12-13,1783.1649169921875,SELL
2019-12-16,1830.9453125,HOLD
2019-12-17,1863.8326416015625,HOLD
2019-12-18,1866.242919921875,HOLD
2019-12-19,1919.0177001953125,HOLD
2019-12-20,1913.7222900390625,HOLD
2019-12-23,1921.2982177734375,HOLD
2019-12-24,1907.4378662109375,HOLD
2019-12-26,1895.6854248046875,HOLD
2019-12-27,1892.7158203125,HOLD
2019-12-30,1879.544189453125,HOLD
2019-12-31,1861.034423828125,BUY
2020-01-01,1866.11376953125,BUY
2020-01-02,1857.5477294921875,BUY
2020-01-03,1894.5673828125,BUY
2020-01-06,1894.3941650390625,BUY
2020-01-07,1899.043701171875,BUY
2020-01-08,1941.572265625,BUY
2020-01-09,1906.361328125,BUY
2020-01-10,1905.6729736328125,BUY
2020-01-13,1885.6995849609375,HOLD
2020-01-14,1899.94775390625,BUY
2020-01-15,1917.1661376953125,BUY
2020-01-16,1927.4111328125,BUY
2020-01-17,1910.450927734375,BUY
2020-01-20,1868.48193359375,HOLD
2020-01-21,1869.083984375,HOLD
2020-01-22,1899.94775390625,BUY
2020-01-23,1890.498779296875,HOLD
2020-01-24,1883.9842529296875,HOLD
2020-01-27,1871.7755126953125,HOLD
2020-01-28,1884.2867431640625,HOLD
2020-01-29,1859.134521484375,HOLD
2020-01-30,1844.6807861328125,HOLD
2020-01-31,1793.9444580078125,HOLD
2020-02-03,1814.1787109375,HOLD
2020-02-04,1818.7091064453125,HOLD
2020-02-05,1852.187744140625,HOLD
2020-02-06,1836.484130859375,HOLD
2020-02-07,1843.5592041015625,HOLD
2020-02-10,1865.4757080078125,HOLD
2020-02-11,1858.098876953125,HOLD
2020-02-12,1873.0692138671875,BUY
2020-02-13,1891.3623046875,HOLD
2020-02-14,1884.6748046875,HOLD
2020-02-17,1901.11279296875,HOLD
2020-02-18,1911.898193359375,HOLD
2020-02-19,1895.15869140625,HOLD
2020-02-20,1861.032958984375,SELL
2020-02-24,1825.266357421875,SELL
2020-02-25,1860.4718017578125,HOLD
2020-02-26,1832.3851318359375,SELL
2020-02-27,1816.76708984375,SELL
2020-02-28,1725.8642578125,SELL
2020-03-02,1726.8563232421875,SELL
2020-03-03,1756.9705810546875,SELL
2020-03-04,1797.525146484375,SELL
2020-03-05,1833.636474609375,SELL
2020-03-06,1826.2156982421875,SELL
2020-03-09,1701.87646484375,SELL
2020-03-11,1685.7840576171875,SELL
2020-03-12,1527.1456298828125,SELL
2020-03-13,1558.597412109375,SELL
2020-03-16,1463.7681884765625,SELL
2020-03-17,1430.6341552734375,SELL
2020-03-18,1427.5277099609375,SELL
2020-03-19,1422.2696533203125,SELL
2020-03-20,1562.2930908203125,SELL
2020-03-23,1451.256103515625,SELL
2020-03-24,1480.329833984375,SELL
2020-03-25,1521.3114013671875,SELL
2020-03-26,1556.643310546875,SELL
2020-03-27,1585.8043212890625,SELL
2020-03-30,1545.8218994140625,SELL
2020-03-31,1587.1949462890625,HOLD
2020-04-01,1485.197509765625,SELL
2020-04-03,1437.7840576171875,SELL
2020-04-07,1542.9537353515625,HOLD
2020-04-08,1482.3294677734375,SELL
2020-04-09,1535.087890625,HOLD
2020-04-13,1529.0906982421875,HOLD
2020-04-15,1508.1434326171875,HOLD
2020-04-16,1491.542236328125,SELL
2020-04-17,1569.898193359375,HOLD
2020-04-20,1580.719482421875,HOLD
2020-04-21,1510.3165283203125,SELL
2020-04-22,1537.99951171875,HOLD
2020-04-23,1632.5220947265625,HOLD
2020-04-24,1580.632568359375,HOLD
2020-04-27,1596.32080078125,HOLD
2020-04-28,1615.833984375,HOLD
2020-04-29,1656.33740234375,HOLD
2020-04-30,1750.9033203125,HOLD
2020-05-04,1677.89306640625,HOLD
2020-05-05,1679.8919677734375,HOLD
2020-05-06,1654.5556640625,HOLD
2020-05-07,1644.1685791015625,HOLD
2020-05-08,1645.6898193359375,HOLD
2020-05-11,1682.1082763671875,HOLD
2020-05-12,1694.450439453125,BUY
2020-05-13,1694.580810546875,BUY
2020-05-14,1653.4688720703125,BUY
2020-05-15,1645.2552490234375,BUY
2020-05-18,1691.060791015625,BUY
2020-05-19,1693.7117919921875,BUY
2020-05-20,1698.0142822265625,BUY
2020-05-21,1730.6951904296875,BUY
2020-05-22,1756.031005859375,BUY
2020-05-26,1688.8006591796875,BUY
2020-05-27,1742.950439453125,BUY
2020-05-28,1742.0809326171875,BUY
2020-05-29,1714.3109130859375,BUY
2020-06-01,1777.6737060546875,BUY
2020-06-02,1779.3251953125,BUY
2020-06-03,1783.6837158203125,BUY
2020-06-04,1823.2601318359375,BUY
2020-06-05,1785.5142822265625,BUY
2020-06-08,1806.0,BUY
2020-06-09,1806.26171875,BUY
2020-06-10,1838.25390625,BUY
2020-06-11,1802.425537109375,BUY
2020-06-12,1777.886962890625,BUY
2020-06-15,1769.5181884765625,BUY
2020-06-16,1783.37890625,BUY
2020-06-17,1785.122314453125,BUY
2020-06-18,1776.6658935546875,BUY
2020-06-19,1782.3328857421875,BUY
2020-06-22,1767.8182373046875,HOLD
2020-06-23,1774.2255859375,HOLD
2020-06-24,1780.2406005859375,HOLD
2020-06-25,1757.4881591796875,HOLD
2020-06-26,1847.05810546875,BUY
2020-06-29,1832.0648193359375,BUY
2020-06-30,1815.06591796875,BUY
2020-07-01,1823.696044921875,BUY
2020-07-02,1880.4451904296875,BUY
2020-07-03,1917.49365234375,BUY
2020-07-06,1972.8922119140625,BUY
2020-07-07,1978.732177734375,BUY
2020-07-08,1934.274169921875,BUY
2020-07-09,1921.5909423828125,BUY
2020-07-10,1937.28271484375,BUY
2020-07-13,1935.2333984375,BUY
2020-07-14,1893.3468017578125,BUY
2020-07-15,1947.3505859375,BUY
2020-07-16,1952.461181640625,BUY
2020-07-17,1922.7567138671875,BUY
2020-07-20,1929.0029296875,BUY
2020-07-21,1943.98681640625,BUY
2020-07-22,1914.1937255859375,BUY
2020-07-23,1896.93896484375,HOLD
2020-07-24,1884.882080078125,HOLD
2020-07-27,1928.0421142578125,BUY
2020-07-28,2017.988037109375,BUY
2020-07-29,1988.5447998046875,BUY
2020-07-30,1991.5589599609375,BUY
2020-07-31,1993.218994140625,BUY
2020-08-03,1969.410888671875,BUY
2020-08-04,1965.5233154296875,BUY
2020-08-05,1974.0848388671875,BUY
2020-08-06,2016.546142578125,BUY
2020-08-07,2005.406494140625,BUY
2020-08-10,1994.4417724609375,BUY
2020-08-11,1991.9085693359375,BUY
2020-08-12,1972.20654296875,BUY
2020-08-13,1969.6728515625,BUY
2020-08-14,1958.926513671875,HOLD
2020-08-17,1968.75537109375,BUY
2020-08-18,1983.040771484375,BUY
2020-08-19,1971.551513671875,HOLD
2020-08-20,1968.2752685546875,HOLD
2020-08-21,1964.5618896484375,HOLD
2020-08-24,1964.125,HOLD
2020-08-25,1959.36376953125,HOLD
2020-08-26,1968.8427734375,HOLD
2020-08-27,1964.38720703125,HOLD
2020-08-28,1955.7816162109375,HOLD
2020-08-31,1972.1192626953125,HOLD
2020-09-01,1962.5960693359375,HOLD
2020-09-02,1979.021728515625,BUY
2020-09-03,2009.03271484375,BUY
2020-09-04,1999.6842041015625,BUY
2020-09-07,2033.1026611328125,BUY
2020-09-08,2051.58056640625,BUY
2020-09-09,2033.625732421875,BUY
2020-09-10,2036.6839599609375,BUY
2020-09-11,2074.208984375,BUY
2020-09-14,2176.69140625,BUY
2020-09-15,2176.69140625,BUY
2020-09-16,2186.82666015625,BUY
2020-09-17,2150.088623046875,BUY
2020-09-18,2140.433837890625,BUY
2020-09-21,2153.888916015625,BUY
2020-09-22,2204.2568359375,BUY
2020-09-23,2155.76708984375,BUY
2020-09-24,2037.6456298828125,HOLD
2020-09-25,2116.320556640625,BUY
2020-09-28,2119.815185546875,BUY
2020-09-29,2174.07080078125,BUY
2020-09-30,2177.47802734375,BUY
2020-10-01,2204.69287109375,BUY
2020-10-05,2364.010009765625,BUY
2020-10-06,2371.435546875,BUY
2020-10-07,2390.35107421875,BUY
2020-10-08,2468.763671875,BUY
2020-10-09,2457.625,BUY
2020-10-12,2472.5205078125,BUY
2020-10-13,2469.506591796875,BUY
2020-10-14,2465.163330078125,BUY
2020-10-15,2404.623046875,BUY
2020-10-16,2424.539794921875,BUY
2020-10-19,2379.1337890625,BUY
2020-10-20,2403.21826171875,BUY
2020-10-21,2347.415283203125,BUY
2020-10-22,2343.686279296875,BUY
2020-10-23,2357.417724609375,BUY
2020-10-26,2358.646240234375,BUY
2020-10-27,2307.712158203125,HOLD
2020-10-28,2300.7373046875,HOLD
2020-10-29,2309.906494140625,HOLD
2020-10-30,2338.158935546875,HOLD
2020-11-02,2285.295654296875,HOLD
2020-11-03,2310.73974609375,HOLD
2020-11-04,2327.89306640625,HOLD
2020-11-05,2356.453125,HOLD
2020-11-06,2375.536376953125,BUY
2020-11-09,2392.338623046875,BUY
2020-11-10,2324.779052734375,HOLD
2020-11-11,2358.29541015625,BUY
2020-11-12,2343.598876953125,HOLD
2020-11-13,2331.1396484375,HOLD
2020-11-14,2342.984375,BUY
2020-11-17,2339.211669921875,BUY
2020-11-18,2304.6416015625,HOLD
2020-11-19,2313.635498046875,HOLD
2020-11-20,2334.12255859375,BUY
2020-11-23,2390.27685546875,BUY
2020-11-24,2388.346435546875,BUY
2020-11-25,2370.139892578125,BUY
2020-11-26,2387.07421875,BUY
2020-11-27,2351.14404296875,BUY
2020-12-01,2392.513916015625,BUY
2020-12-02,2412.474853515625,BUY
2020-12-03,2377.291259765625,BUY
2020-12-04,2393.172119140625,BUY
2020-12-07,2402.077392578125,BUY
2020-12-08,2454.371826171875,BUY
2020-12-09,2466.21630859375,BUY
2020-12-10,2442.965087890625,BUY
2020-12-11,2442.35107421875,BUY
2020-12-14,2454.72216796875,BUY
2020-12-15,2423.004638671875,BUY
2020-12-16,2469.198974609375,BUY
2020-12-17,2490.257568359375,BUY
2020-12-18,2510.2626953125,BUY
2020-12-21,2474.420166015625,BUY
2020-12-22,2520.3525390625,BUY
2020-12-23,2552.158447265625,BUY
2020-12-24,2552.6845703125,BUY
2020-12-28,2570.27734375,BUY
2020-12-29,2571.24267578125,BUY
2020-12-30,2552.64111328125,BUY
2020-12-31,2511.797607421875,BUY
2021-01-01,2569.267578125,BUY
2021-01-04,2666.8359375,BUY
2021-01-05,2713.82080078125,BUY
2021-01-06,2677.408447265625,BUY
2021-01-07,2661.000732421875,BUY
2021-01-08,2738.30078125,BUY
2021-01-11,2787.0400390625,BUY
2021-01-12,2785.63623046875,BUY
2021-01-13,2771.685791015625,BUY
2021-01-14,2857.615234375,BUY
2021-01-15,2842.364013671875,BUY
2021-01-18,2832.166259765625,BUY
2021-01-19,2866.406005859375,BUY
2021-01-20,2908.689697265625,BUY
2021-01-21,2877.966064453125,BUY
2021-01-22,2903.67919921875,BUY
2021-01-25,2893.30615234375,BUY
