Date,Close,High,Low,Open,Volume
2018-01-01,415.2442932128906,419.64360095830295,413.81800764677075,416.91157896028795,5431340
2018-01-02,413.6973571777344,418.63908577309974,411.00555157954034,416.7307022247099,6112248
2018-01-03,410.32257080078125,414.46074520687387,409.23780044611135,413.2152835726382,6846552
2018-01-04,407.95220947265625,410.2020837668729,405.62195274861466,410.2020837668729,8947614
2018-01-05,406.5862121582031,412.3716384245068,404.1756219675418,407.91203185870853,11025976
2018-01-08,416.2486267089844,417.4338137813082,409.8203625139517,411.7689373779769,5594690
2018-01-09,418.3780212402344,419.8043067723211,413.3760660302237,417.83564823633685,9948236
2018-01-10,422.7572326660156,424.26385145669997,415.04336407514415,420.56763297431996,9468634
2018-01-11,432.2188415527344,435.2722459908186,423.9625505179648,423.9625505179648,16775298
2018-01-12,433.28350830078125,436.27668741675706,430.1096035692597,436.2365207195706,18016528
2018-01-15,434.3682556152344,439.10905336433154,427.9199075094381,433.90621603943913,10649250
2018-01-16,451.121826171875,455.922947409011,434.4084117682807,434.4084117682807,22646966
2018-01-17,462.8734436035156,466.77059350366574,451.18209199022294,451.92534742654897,26154088
2018-01-18,463.1145935058594,468.016156965243,454.838242569943,460.02102197117455,13204970
2018-01-19,459.3981018066406,461.1859852188234,456.4049726159804,460.02085708212815,5988278
2018-01-22,462.02972412109375,464.8219710972646,454.7979545261549,454.8582290814947,9650214
2018-01-23,472.91754150390625,477.2967895330849,464.0385453793881,464.0385453793881,15403796
2018-01-24,476.41302490234375,490.5752431822333,469.0607047310943,471.993609268903,20604718
2018-01-25,472.2345886230469,475.44870860817076,466.9513690887837,474.88622780205833,13548914
2018-01-29,475.24786376953125,480.61141711101914,468.1365933127734,468.6790153381097,10823002
2018-01-30,470.3262023925781,475.3281569755218,467.1321412481192,473.64076360969415,8628312
2018-01-31,462.1301574707031,468.6990049318389,458.87587101729025,465.70587551805266,9213698
2018-02-01,459.860107421875,465.2036003567641,449.3941609141903,458.8958618265517,13005454
2018-02-02,459.31781005859375,467.21250166713526,454.0345908011398,456.1036902418706,10244486
2018-02-05,457.28887939453125,463.9782761023409,456.3447415027738,458.0120759740261,9860220
2018-02-06,445.05523681640625,453.3315870875068,439.9930069646524,441.9214497901091,10552078
2018-02-07,445.5775146484375,451.905313707757,443.36780704042116,448.36976191749824,8342056
2018-02-08,455.7020263671875,460.5834817305545,448.59080431241676,451.1018359763312,8807244
2018-02-09,445.61767578125,450.0973655030471,444.35210617646163,449.17328635197475,4382690
2018-02-12,443.0664367675781,450.2178239403375,441.0576118802452,447.8876164971771,6291972
2018-02-14,441.0375671386719,448.89209318977504,438.0042215072126,444.35212867717706,8345712
2018-02-15,447.7469787597656,453.8738949294029,443.146789187535,443.146789187535,7986736
2018-02-16,453.2110290527344,458.6750232583088,449.21343786613187,451.9856261820979,9889222
2018-02-19,454.69757080078125,456.4050721711398,450.09738084395406,453.3516677646269,6461840
2018-02-20,456.78668212890625,461.82885233072227,443.4481041844582,443.4481041844582,7188594
2018-02-21,460.9851989746094,462.7931415850735,458.0121279842409,461.0253656683477,13771358
2018-02-22,466.3487548828125,467.6544912199817,458.1929052209074,460.2419460925618,17859974
2018-02-23,464.2998352050781,468.4580940701388,460.72411610199975,467.4536813470039,9459828
2018-02-26,457.4495849609375,464.0586481425375,455.7420838387076,462.4314803968647,5083608
2018-02-27,462.1100769042969,463.4961955610125,452.2467757187169,460.00081068386646,6616026
2018-02-28,471.109619140625,477.8994573044863,459.03661057433817,461.0654943549065,17268416
2018-03-01,466.3487548828125,469.90436556146443,464.4604788741854,469.90436556146443,6579852
2018-03-05,464.40020751953125,470.3865162692385,459.3178700864166,466.34875810435864,8101456
2018-03-06,462.5721740722656,468.2169925636542,459.45849497809127,467.0719719958037,6689734
2018-03-07,459.6593322753906,466.047405661711,457.2286834220097,464.0385806373071,6370416
2018-03-08,464.7015380859375,468.3776979692114,461.6280257558697,461.6280257558697,6093014
2018-03-09,467.41339111328125,468.4579702605499,464.25954580489093,466.9915182636261,4220964
2018-03-12,476.3927917480469,478.8435481460901,470.7680824210617,472.4755834667536,7676970
2018-03-13,475.609375,480.91265280700867,472.13409831845263,474.16298192211235,8581052
2018-03-14,474.4041748046875,478.34144273696813,469.70349445061487,474.0827431579944,4429710
2018-03-15,475.0870666503906,477.4574897303421,470.8685345575119,474.08265424732423,6101500
2018-03-16,470.828369140625,475.04690124488735,469.7636821817867,474.88618545124814,17954826
2018-03-19,460.7239685058594,474.283535924279,459.07674197633656,467.65441407527385,7526620
2018-03-20,467.87548828125,470.0650880912504,461.46730658582203,461.46730658582203,8553766
2018-03-21,469.0605773925781,472.2746969807071,466.9312035480135,470.0649897638684,7692994
2018-03-22,466.5697021484375,473.0581674971245,464.15911221027676,467.8553304980254,6813168
2018-03-23,469.1007995605469,471.59177196210464,458.9562334106891,460.8244504509628,12008084
2018-03-26,464.1390380859375,468.81961036485603,459.61918162329584,468.81961036485603,8930722
2018-03-27,463.6368408203125,466.5697451327093,462.06994740743727,466.0474309805568,3802088
2018-03-28,454.71771240234375,462.3311406363619,452.48789671232026,462.3311406363619,12558322
2018-04-02,456.86712646484375,461.84902278504626,450.49916036976634,458.413912064935,8072702
2018-04-03,458.1928405761719,459.4383512184593,453.23105300368564,455.88269199787976,4077168
2018-04-04,451.66424560546875,459.8402035356631,449.97685202779843,459.6192131426798,4813302
2018-04-05,461.04547119140625,462.55209002579466,453.63287710006625,457.8313510113777,7763544
2018-04-06,452.78912353515625,460.422658004693,450.82046536324475,459.2173630884504,5937742
2018-04-09,446.4613952636719,452.30709614192546,444.57311921609806,451.9856644964058,7202882
2018-04-10,447.3251647949219,451.7847465259463,444.11104476628014,446.7626839811936,8926058
2018-04-11,451.684326171875,454.5971225825898,448.57064725007643,449.1732947833278,9025574
2018-04-12,467.09210205078125,471.17002768211614,451.98574388606323,453.77357898888687,17044366
2018-04-13,470.6475830078125,476.45311660224223,462.1301847451336,471.67210336082314,21227038
2018-04-16,455.2800598144531,458.0120813204622,442.74501194311347,442.74501194311347,24745084
2018-04-17,452.0659484863281,452.94986089312573,447.9679651934693,452.7891450879282,10397940
2018-04-18,452.3673095703125,455.90286140218836,447.5059625841697,451.12184780348645,10430380
2018-04-19,455.13946533203125,457.9317614768333,451.2222566260046,451.58385493066123,8525542
2018-04-20,473.4599914550781,479.5869083109955,456.7867423061883,457.61038025507304,24272692
2018-04-23,477.1763000488281,487.90345563064733,464.13904461938876,469.26154868248955,21830638
2018-04-24,463.837646484375,480.6716081230555,462.0698708510337,476.09147776871754,8526216
2018-04-25,466.1878967285156,470.4667027664888,460.10114862184116,462.83316958752783,11594178
2018-04-26,472.6564025878906,474.7456099607989,466.04738812373944,471.6720979804052,11302084
2018-04-27,476.1718444824219,478.7431502160776,471.752429611431,474.0826861608391,7663370
2018-04-30,481.9171447753906,485.31203960010214,474.34388390547747,474.76570775320425,5511678
2018-05-02,480.932861328125,482.76086283617417,474.4845128109323,481.67611684430256,10295042
2018-05-03,475.107177734375,484.0062324509679,472.5157642907643,481.01310308698373,5332230
2018-05-04,471.31060791015625,476.4933872769454,464.03866973429336,476.09162219492435,6023368
2018-05-07,475.2879638671875,478.10031868296966,472.2747265645637,474.5848751632419,4638960
2018-05-08,468.2771301269531,473.2389171650433,466.4691879560528,473.2389171650433,5718556
2018-05-09,470.3463134765625,472.83728615476963,467.252742280958,469.06068496390236,3783504
2018-05-10,469.261474609375,475.28794902644745,467.1923752507986,472.4755942984803,3182862
2018-05-11,474.38409423828125,475.3683990171065,468.4781674781569,470.98919910126864,3311706
2018-05-14,477.8191833496094,478.7030468232468,470.0650984332343,475.83041696854906,4432094
2018-05-15,479.92840576171875,485.3321254550237,477.3369920564444,477.3369920564444,5611974
2018-05-16,478.08026123046875,481.3144892270983,475.8906615104323,476.99551530456796,6205004
2018-05-17,475.24786376953125,481.0935155295595,471.4913705479548,480.5109758535247,9519598
2018-05-18,475.36834716796875,476.71429920602077,471.270363623458,475.2880137822258,7139660
2018-05-21,473.88189697265625,477.4576158810402,470.0651288325628,473.9020048434601,8475320
2018-05-22,479.64715576171875,481.31449039107184,471.6319632895837,472.0738949995905,5636804
2018-05-23,476.0513916015625,485.1915459907829,474.68538069731414,480.1092085766317,9538442
2018-05-24,490.5549621582031,493.18654197394045,481.314369095436,481.314369095436,9740570
2018-05-25,493.4880065917969,501.6639151539411,490.4747688629784,494.2111542205636,8901438
2018-05-28,487.9034729003906,495.21557698871175,484.5286367659409,494.5727627353841,5739794
2018-05-29,488.8275146484375,492.7849396090545,484.6089816412939,487.7628765053121,3388934
2018-05-30,486.8186340332031,493.6687469449679,484.3678773260579,488.9480081644158,6323066
2018-05-31,494.89410400390625,498.9920870336122,486.2360493819881,486.8185889643961,19720340
2018-06-01,490.4747619628906,500.6996622280691,489.02836863853963,494.3316963928017,4998356
2018-06-04,497.9476013183594,499.39394565635445,486.9392293930021,490.5952814551403,4270156
2018-06-05,490.4947814941406,498.992120897856,488.9479960810715,498.992120897856,4710862
2018-06-06,497.1640625,498.8113381780972,490.173390975766,492.242441419602,4038184
2018-06-07,503.1904602050781,505.4202751540682,497.38497666195263,497.38497666195263,6676226
2018-06-08,506.24407958984375,507.0275018334039,500.61936879295973,501.4027910365199,6459878
2018-06-11,507.1880798339844,510.24148362808353,504.23511727681984,508.4536492280756,5171290
2018-06-12,505.62115478515625,510.7436575451966,502.3869275427618,508.533950472238,7839820
2018-06-13,512.169921875,515.8661393934136,508.9558026264429,508.9558026264429,5766928
2018-06-14,510.2764892578125,515.7509608963389,507.9714670794858,515.7509608963389,7598848
2018-06-15,527.3790893554688,531.5981220703125,508.3419905201982,509.1652164157774,19957760
2018-06-18,521.67822265625,531.49518070769,519.5995573207325,528.5109870502799,8214846
2018-06-19,511.0586242675781,520.0318065985538,509.5974284551006,519.8671513708282,7545700
2018-06-20,511.69671630859375,515.4835358495953,509.57689928745265,513.8988358322978,5371802
2018-06-21,513.09619140625,517.191720547472,508.7536542751097,512.8491834163316,5798790
2018-06-22,513.6312866210938,516.7801362098695,510.89405004403426,511.63497356341526,4343118
2018-06-25,523.7569580078125,526.3707408355199,516.1627180203974,517.4593090597858,7731178
2018-06-26,525.9796142578125,528.4698927800615,521.2049139403564,522.3368495876109,4483504
2018-06-27,522.7484130859375,532.400716048174,520.9373061725591,528.4903932731218,6952142
2018-06-28,530.816162109375,534.2737216669981,525.3211381182638,525.3417388683928,10996818
2018-06-29,538.0604248046875,541.2710258930641,528.2023148116156,534.2942065321225,9966600
2018-07-02,549.3798217773438,551.5613906595859,540.8594532288774,540.8594532288774,4830144
2018-07-03,557.2211303710938,558.9293344671761,548.1656438572145,548.2273958598643,8127452
2018-07-04,553.7017211914062,556.7682678215988,551.0879890035675,556.5213101003195,5025722
2018-07-05,528.5110473632812,554.545567414471,521.966391166881,554.4838154205409,17019902
2018-07-06,528.614013671875,535.8583926751917,522.336915203122,531.0836917579418,11215356
2018-07-09,534.6234741210938,536.3316779257191,526.4735677965934,533.8620002069514,6644998
2018-07-10,535.673095703125,541.456227422481,532.7506538480558,538.5955375581942,5974488
2018-07-11,543.5142822265625,552.4257123562343,531.5363558164288,542.3206449065781,11899832
2018-07-12,532.7713012695312,546.2516276462352,528.6963223309389,545.8400146270992,13272240
2018-07-13,542.2588500976562,548.1037332396074,534.4176041735583,541.2709690783321,19496158
2018-07-16,548.6184692382812,569.8371430539984,530.0341291146115,542.2590674173869,35344680
2018-07-17,546.5808715820312,555.4717016632505,540.3243243058224,547.321744778794,11161690
2018-07-18,544.3787231445312,552.9608430402013,540.8594123494485,551.479046480169,6919016
2018-07-19,541.9708251953125,548.2273730373365,538.8425763971646,544.5640072328076,5118864
2018-07-20,554.8955078125,562.7367560209208,543.8643089126182,545.7988700278486,11705738
2018-07-23,558.1265869140625,563.0865433038812,550.0178314984,556.5624877745416,7675702
2018-07-24,566.8528442382812,569.0138124548829,558.1472193736836,565.7209085057756,6172246
2018-07-25,569.5693359375,573.7060655759279,562.0367999601493,567.6141747120597,6936922
2018-07-26,565.2474975585938,572.3066698747181,563.5804449716011,567.4290663458037,7362218
2018-07-27,565.329833984375,571.7304359975406,563.2100673088264,565.2269307381551,6493232
2018-07-30,556.0891723632812,565.144658515755,554.8543333424893,563.9098194949632,6409970
2018-07-31,561.89306640625,563.9099807661681,549.7299287203816,555.0808993407906,7943996
2018-08-01,557.344482421875,563.2716681456589,556.0890429446238,561.3577083054502,4675706
2018-08-02,557.1799926757812,562.5721133638335,555.7393470589725,559.6290701260635,5940742
2018-08-03,561.4813232421875,562.345700554607,558.1472677538659,562.345700554607,3970390
2018-08-06,560.0611572265625,565.9677928702829,554.6484370128773,562.2838771531608,6178930
2018-08-07,563.0659790039062,568.0053349666434,560.0612342740108,565.5562577334105,7351528
2018-08-08,560.9255981445312,564.9388247685703,557.0358755149069,564.650715775904,3992358
2018-08-09,568.00537109375,571.9156948129604,565.4122391958172,565.4122391958172,6409524
2018-08-10,570.269287109375,571.7305335533234,565.165325422549,570.4133918752524,4779520
2018-08-13,579.8598022460938,580.3125664879658,567.4908117431926,572.1420586492069,9979746
